forecast_date,target,target_end_date,location,type,quantile,value
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.2,6
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.05,6
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.95,6
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.975,7
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.3,7
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.25,7
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.7,4
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.85,5
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.99,8
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.75,7
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.7,7
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.75,5
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.9,6
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.8,10
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.65,7
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.3,3
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.35,3
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.55,4
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.85,11
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.9,12
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.6,7
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.55,7
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.25,3
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.4,3
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.5,3
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.6,4
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.65,4
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.975,14
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.95,13
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.5,8
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.5,7
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.55,9
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.75,10
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.45,3
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.01,4
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.6,9
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.65,9
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.45,8
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.7,10
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.99,16
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.2,6
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.45,7
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.4,7
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.025,5
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.3,7
2024-09-23,0 wk ahead inc death,2024-09-21,BG,quantile,0.35,7
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.25,7
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.05,5
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.4,8
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.2,2
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.15,2
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.025,2
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.01,1
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.1,2
2024-09-23,1 wk ahead inc death,2024-09-28,BG,quantile,0.05,2
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.1,6
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.15,6
2024-09-23,2 wk ahead inc death,2024-10-05,BG,quantile,0.35,7
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.95,18
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.975,21
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.99,25
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.8,12
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.9,15
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.85,13
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.2,5
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.25,6
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.3,6
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.15,5
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.1,4
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.05,3
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.025,3
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.01,2
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.35,7
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.75,11
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.45,10
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.025,1
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.7,14
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.55,12
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.01,1
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.05,2
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.2,4
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.99,27
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.4,7
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.45,8
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.7,10
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.01,3
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.35,9
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.8,16
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.025,4
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.025,1
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.975,21
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.15,7
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.2,7
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.4,10
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.5,11
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.99,52
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.05,5
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.1,6
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.1,3
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.15,4
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.25,5
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.975,39
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.25,8
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.01,1
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.65,7
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.95,17
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.6,12
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.65,13
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.75,15
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.85,18
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.9,20
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.8,16
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.85,19
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.975,27
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.1,2
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.3,8
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.05,1
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.85,11
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.95,31
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.65,10
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.99,33
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.6,6
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.55,6
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.75,9
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.9,13
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.75,14
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.9,23
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.15,2
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.6,9
2024-09-23,3 wk ahead inc death,2024-10-12,CZ,quantile,0.95,24
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.4,4
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.5,5
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.45,5
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.8,10
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.5,8
2024-09-23,1 wk ahead inc death,2024-09-28,CZ,quantile,0.55,9
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.7,13
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.65,11
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.3,4
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.2,3
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.35,4
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.7,8
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.6,10
2024-09-23,0 wk ahead inc death,2024-09-21,CZ,quantile,0.25,3
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.55,9
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.5,8
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.45,8
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.35,6
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.4,7
2024-09-23,2 wk ahead inc death,2024-10-05,CZ,quantile,0.3,6
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.3,5
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.15,4
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.35,5
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.4,5
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.2,4
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.1,3
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.25,4
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.45,6
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.5,6
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.975,2
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.99,2
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.95,1
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.9,1
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.05,3
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.7,8
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.55,7
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.65,7
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.75,9
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.85,1
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.6,7
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.8,9
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.1,0
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.7,1
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.8,1
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.025,2
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.85,10
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.75,1
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.45,1
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.5,1
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.55,1
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.6,1
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.65,1
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.01,2
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.15,0
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.25,0
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.3,0
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.01,0
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.025,0
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.4,1
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.975,16
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.99,18
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.95,14
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.2,0
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.35,0
2024-09-23,3 wk ahead inc death,2024-10-12,LT,quantile,0.9,11
2024-09-23,0 wk ahead inc death,2024-09-21,LT,quantile,0.05,0
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.975,27
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.99,30
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.1,12
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.15,13
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.2,14
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.25,14
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.05,11
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.2,17
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.25,17
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.4,18
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.3,18
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.35,18
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.01,15
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.1,16
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.025,15
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.15,17
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.5,19
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.55,19
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.975,23
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.99,24
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.9,23
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.95,25
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.05,16
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.45,18
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.6,19
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.95,22
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.65,19
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.7,20
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.75,20
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.85,21
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.8,20
2024-09-23,0 wk ahead inc death,2024-09-21,PL,quantile,0.9,21
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.5,17
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.55,17
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.6,18
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.65,19
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.7,19
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.75,20
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.8,21
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.85,22
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.01,10
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.025,10
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.3,15
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.35,15
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.4,16
2024-09-23,3 wk ahead inc death,2024-10-12,PL,quantile,0.45,16
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.5,15
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.55,15
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.65,15
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.85,17
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.975,20
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.99,24
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.25,13
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.35,14
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.4,14
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.45,14
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.6,15
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.7,16
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.99,21
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.025,14
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.25,17
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.5,18
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.1,12
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.2,13
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.3,13
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.75,16
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.8,17
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.9,18
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.01,14
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.05,15
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.95,19
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.025,11
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.15,12
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.1,16
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.15,16
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.975,23
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.9,21
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.95,22
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.2,16
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.45,18
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.55,18
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.85,20
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.8,20
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.05,11
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.6,19
2024-09-23,1 wk ahead inc death,2024-09-28,PL,quantile,0.01,10
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.3,17
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.65,19
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.7,19
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.75,20
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.4,18
2024-09-23,2 wk ahead inc death,2024-10-05,PL,quantile,0.35,17
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.6,4
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.01,0
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.4,2
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.2,2
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.45,3
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.35,2
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.5,3
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.55,3
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.25,2
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.99,15
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.65,4
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.025,0
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.05,1
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.3,2
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.975,12
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.95,9
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.75,5
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.8,5
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.9,7
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.85,6
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.15,1
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.1,1
2024-09-23,2 wk ahead inc death,2024-10-05,RO,quantile,0.7,4
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.25,8
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.3,9
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.2,7
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.35,10
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.45,12
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.975,48
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.55,14
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.6,15
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.65,17
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.5,13
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.7,18
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.95,38
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.4,11
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.75,20
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.8,23
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.85,25
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.99,59
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.9,30
2024-09-23,3 wk ahead inc death,2024-10-12,RO,quantile,0.1,6
